referrer,views_total,views_unique
nature.com,247,137
github.com,65,10
Google,35,15
zellerlab.github.io,35,8
Bing,12,6
biorxiv.org,9,2
statics.teams.cdn.office.net,9,1
www-nature-com.ezp-prod1.hul.harvard.edu,5,1
pypi.org,3,1
Baidu,1,1
