referrer,views_total,views_unique
nature.com,18,8
Google,17,9
claude.ai,6,2
biorxiv.org,5,1
DuckDuckGo,1,1
bio.tools,1,1
cdn.mr-gut.cn,1,1
zellerlab.github.io,1,1
