referrer,views_total,views_unique
nature.com,148,64
Google,32,12
zellerlab.org,26,2
github.com,21,8
zellerlab.github.io,21,7
chatgpt.com,12,2
Bing,4,3
statics.teams.cdn.office.net,2,1
www-nature-com.ezp-prod1.hul.harvard.edu,1,1
