referrer,views_total,views_unique
nature.com,34,21
Google,29,8
Bing,4,4
biorxiv.org,1,1
chatgpt.com,1,1
github.com,1,1
pypi.org,1,1
www-nature-com.libproxy.unl.edu,1,1
zellerlab.github.io,1,1
