referrer,views_total,views_unique
nature.com,268,144
github.com,73,12
Google,41,16
zellerlab.github.io,40,10
Bing,12,6
biorxiv.org,9,2
statics.teams.cdn.office.net,9,1
Baidu,5,1
www-nature-com.ezp-prod1.hul.harvard.edu,5,1
linkedin.com,1,1
