time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-20 00:00:00+00:00,3,3,2,2
2026-08-21 00:00:00+00:00,9,7,0,0
2026-08-22 00:00:00+00:00,1,1,12,1
2026-08-23 00:00:00+00:00,6,5,3,3
2026-08-24 00:00:00+00:00,5,5,17,6
2026-08-25 00:00:00+00:00,4,3,5,4
2026-08-26 00:00:00+00:00,4,3,8,4
2026-08-27 00:00:00+00:00,3,3,16,5
2026-08-28 00:00:00+00:00,3,3,14,5
2026-08-29 00:00:00+00:00,2,2,3,3
2026-08-30 00:00:00+00:00,3,2,0,0
2026-08-31 00:00:00+00:00,8,7,30,5
2026-09-01 00:00:00+00:00,15,10,13,6
2026-09-02 00:00:00+00:00,9,4,7,4
