referrer,views_total,views_unique
nature.com,154,91
github.com,41,5
zellerlab.github.io,36,10
Google,13,10
Bing,9,5
statics.teams.cdn.office.net,9,1
pypi.org,3,1
biorxiv.org,1,1
so.com,1,1
www-nature-com.proxy-ub.rug.nl,1,1
