referrer,views_total,views_unique
nature.com,146,62
Google,34,14
zellerlab.org,26,2
zellerlab.github.io,23,8
github.com,20,7
chatgpt.com,11,1
Bing,3,2
statics.teams.cdn.office.net,2,1
readpaper.com,1,1
