referrer,views_total,views_unique
Google,22,10
nature.com,21,10
biorxiv.org,5,1
zellerlab.github.io,4,2
Bing,1,1
DuckDuckGo,1,1
bio.tools,1,1
cdn.mr-gut.cn,1,1
