referrer,views_total,views_unique
nature.com,145,63
Google,33,13
zellerlab.org,26,2
zellerlab.github.io,22,8
github.com,20,7
chatgpt.com,12,2
Bing,4,3
statics.teams.cdn.office.net,2,1
