referrer,views_total,views_unique
nature.com,147,62
Google,36,11
github.com,27,8
zellerlab.org,26,2
zellerlab.github.io,18,8
chatgpt.com,11,2
Baidu,4,1
Bing,3,3
statics.teams.cdn.office.net,2,1
www-nature-com.ezp-prod1.hul.harvard.edu,1,1
