referrer,views_total,views_unique
nature.com,233,125
github.com,42,6
zellerlab.github.io,36,9
Google,13,10
Bing,10,6
biorxiv.org,10,3
statics.teams.cdn.office.net,9,1
www-nature-com.ezp-prod1.hul.harvard.edu,5,1
pypi.org,3,1
Baidu,1,1
