referrer,views_total,views_unique
nature.com,21,11
Google,15,8
biorxiv.org,5,1
claude.ai,5,1
zellerlab.github.io,4,2
DuckDuckGo,1,1
bio.tools,1,1
cdn.mr-gut.cn,1,1
