referrer,views_total,views_unique
nature.com,116,53
Google,25,15
zellerlab.org,25,1
zellerlab.github.io,18,7
chatgpt.com,11,1
Bing,5,2
github.com,4,3
biorxiv.org,1,1
readpaper.com,1,1
