time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-09 00:00:00+00:00,4,4,10.0,4.0
2025-09-10 00:00:00+00:00,5,5,,
2025-09-11 00:00:00+00:00,4,4,5.0,2.0
2025-09-12 00:00:00+00:00,4,4,4.0,2.0
2025-09-13 00:00:00+00:00,5,5,,
2025-09-14 00:00:00+00:00,4,4,,
2025-09-15 00:00:00+00:00,7,7,8.0,2.0
2025-09-16 00:00:00+00:00,5,4,1.0,1.0
2025-09-17 00:00:00+00:00,5,5,1.0,1.0
2025-09-18 00:00:00+00:00,7,7,48.0,14.0
2025-09-19 00:00:00+00:00,12,8,36.0,4.0
2025-09-20 00:00:00+00:00,6,4,2.0,1.0
2025-09-21 00:00:00+00:00,6,6,,
2025-09-22 00:00:00+00:00,11,9,58.0,10.0
