referrer,views_total,views_unique
nature.com,52,36
Google,18,14
zellerlab.github.io,7,2
Bing,5,5
biorxiv.org,3,1
chatgpt.com,1,1
doubao.com,1,1
github.com,1,1
mail.cstnet.cn,1,1
