referrer,views_total,views_unique
nature.com,280,153
github.com,74,12
Google,43,16
zellerlab.github.io,41,11
biorxiv.org,9,2
Bing,8,6
statics.teams.cdn.office.net,8,1
www-nature-com.ezp-prod1.hul.harvard.edu,6,2
Baidu,5,1
chatgpt.com,1,1
