referrer,views_total,views_unique
nature.com,153,64
Google,31,11
zellerlab.org,26,2
zellerlab.github.io,25,8
github.com,20,7
chatgpt.com,12,2
Bing,4,3
Baidu,4,1
statics.teams.cdn.office.net,2,1
www-nature-com.ezp-prod1.hul.harvard.edu,1,1
