time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-25 00:00:00+00:00,4,3,5,4
2026-08-26 00:00:00+00:00,4,3,8,4
2026-08-27 00:00:00+00:00,3,3,16,5
2026-08-28 00:00:00+00:00,3,3,14,5
2026-08-29 00:00:00+00:00,2,2,3,3
2026-08-30 00:00:00+00:00,3,2,0,0
2026-08-31 00:00:00+00:00,8,7,30,5
2026-09-01 00:00:00+00:00,15,10,13,6
2026-09-02 00:00:00+00:00,9,4,7,4
2026-09-03 00:00:00+00:00,3,3,12,6
2026-09-04 00:00:00+00:00,6,4,6,5
2026-09-05 00:00:00+00:00,1079,5,2,2
2026-09-06 00:00:00+00:00,9,4,1,1
2026-09-07 00:00:00+00:00,2,2,36,6
