referrer,views_total,views_unique
nature.com,131,56
Google,32,12
zellerlab.org,26,2
zellerlab.github.io,24,9
github.com,17,6
chatgpt.com,11,1
Bing,3,2
readpaper.com,1,1
statics.teams.cdn.office.net,1,1
