time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-09 00:00:00+00:00,12,7,1,1
2026-03-10 00:00:00+00:00,11,7,1,1
2026-03-11 00:00:00+00:00,13,7,0,0
2026-03-12 00:00:00+00:00,15,6,4,4
2026-03-13 00:00:00+00:00,4,3,8,3
2026-03-14 00:00:00+00:00,12,7,0,0
2026-03-15 00:00:00+00:00,15,6,1,1
2026-03-16 00:00:00+00:00,11,6,4,4
2026-03-17 00:00:00+00:00,8,4,1,1
2026-03-18 00:00:00+00:00,5,3,10,1
2026-03-19 00:00:00+00:00,10,5,20,3
2026-03-20 00:00:00+00:00,10,3,5,1
2026-03-21 00:00:00+00:00,8,3,1,1
2026-03-22 00:00:00+00:00,11,5,1,1
