time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-14 00:00:00+00:00,20,5,2,1
2025-10-15 00:00:00+00:00,11,6,4,3
2025-10-16 00:00:00+00:00,2,2,28,6
2025-10-17 00:00:00+00:00,2,2,1,1
2025-10-18 00:00:00+00:00,16,5,1,1
2025-10-19 00:00:00+00:00,6,5,1,1
2025-10-20 00:00:00+00:00,10,5,5,4
2025-10-21 00:00:00+00:00,10,5,19,6
2025-10-22 00:00:00+00:00,10,5,11,5
2025-10-23 00:00:00+00:00,11,5,26,5
2025-10-24 00:00:00+00:00,26,6,4,2
2025-10-25 00:00:00+00:00,5,5,2,2
2025-10-26 00:00:00+00:00,12,7,14,3
2025-10-27 00:00:00+00:00,11,6,1,1
