referrer,views_total,views_unique
nature.com,251,140
github.com,69,11
Google,39,16
zellerlab.github.io,36,9
Bing,12,6
biorxiv.org,9,2
statics.teams.cdn.office.net,9,1
www-nature-com.ezp-prod1.hul.harvard.edu,5,1
pypi.org,3,1
Baidu,1,1
