time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-17 00:00:00+00:00,13,7,16,8
2026-07-18 00:00:00+00:00,11,6,8,4
2026-07-19 00:00:00+00:00,14,5,3,1
2026-07-20 00:00:00+00:00,25,14,6,5
2026-07-21 00:00:00+00:00,11,7,12,8
2026-07-22 00:00:00+00:00,12,6,26,4
2026-07-23 00:00:00+00:00,15,10,8,4
2026-07-24 00:00:00+00:00,17,10,16,10
2026-07-25 00:00:00+00:00,9,5,3,2
2026-07-26 00:00:00+00:00,10,5,5,3
2026-07-27 00:00:00+00:00,8,4,14,8
2026-07-28 00:00:00+00:00,5,5,37,8
2026-07-29 00:00:00+00:00,15,6,5,2
2026-07-30 00:00:00+00:00,17,8,5,5
