time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-30 00:00:00+00:00,6,4,,
2025-05-31 00:00:00+00:00,6,3,,
2025-06-01 00:00:00+00:00,7,4,,
2025-06-02 00:00:00+00:00,3,3,1.0,1.0
2025-06-03 00:00:00+00:00,6,6,3.0,2.0
2025-06-04 00:00:00+00:00,3,3,2.0,2.0
2025-06-05 00:00:00+00:00,4,3,,
2025-06-06 00:00:00+00:00,3,3,,
2025-06-07 00:00:00+00:00,3,3,,
2025-06-08 00:00:00+00:00,5,3,,
2025-06-09 00:00:00+00:00,3,3,3.0,3.0
2025-06-10 00:00:00+00:00,3,3,8.0,5.0
2025-06-11 00:00:00+00:00,3,3,254.0,10.0
2025-06-12 00:00:00+00:00,2,2,6.0,1.0
